,id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
16521879,7.456631105724553e+18,0,14102418,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,6eb77410,277c00b0,f07e20f8,4,2,22458,320,50,2587,0,35,-1,52
30925750,1.7051271686644296e+19,0,14102816,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,84ebbcd4,1,0,23401,320,50,2682,1,419,-1,212
12018887,1.0493323857297932e+19,0,14102315,1005,0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e5c9d01f,6e1e2240,1,0,16208,320,50,1800,3,167,100077,23
29259504,1.5545259038520117e+19,0,14102811,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4273dc52,d787e91b,1,0,23174,320,50,2668,0,35,-1,221
34598323,1.0298718542246494e+19,0,14102913,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8bc6a44f,0dc22ebc,1,0,17014,320,50,1872,3,39,-1,23
34657903,1.5405607254995888e+19,1,14102913,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,55941c89,7fdd04d2,1,0,15699,320,50,1722,0,35,100084,79
28183617,1.7885472893456792e+19,0,14102807,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,25eb977b,3919eb94,1,0,22683,320,50,2528,0,39,100075,221
6547575,2.765418407681359e+18,1,14102210,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,39b40112,5c80d2ba,9ba9e05b,1,0,16688,320,50,1873,3,39,-1,23
2691007,1.7762989784055028e+19,0,14102113,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b291fe72,6569eeb3,1,0,18946,320,50,2153,3,427,100063,61
36684216,1.3609887928730388e+19,1,14103004,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1b4376e3,be87996b,1,2,22254,320,50,2545,0,431,-1,221
34564213,7.34705262991214e+18,1,14102912,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c6650f57,ab169851,1,0,19771,320,50,2227,0,935,-1,48
39156390,1.3671950635351073e+19,0,14103015,1005,1,b8eae5f9,1e334bd3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f48a6d53,4d392e74,1,0,19771,320,50,2227,0,935,100077,48
19641580,6.236388670877537e+18,0,14102519,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a17036d0,ecb851b2,1,0,18091,320,50,2060,3,39,-1,23
35848710,1.572220211394957e+19,0,14102920,1005,0,85f751fd,c4e18dd6,50e219e0,a4db51b9,d9b5648e,0f2161f8,a99f214a,a6a993bd,0135c685,1,0,21611,320,50,2480,3,297,100111,61
21905099,7.182198617296558e+17,0,14102611,1005,0,2b1ddb24,98acf46c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,bb83decf,8a4875bd,1,0,22554,320,50,1863,3,39,-1,23
30548805,1.1489996091339596e+19,0,14102815,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,330e15a5,1f0bc64f,1,0,23438,320,50,2684,2,1319,-1,52
35670271,8.409287820660257e+18,0,14102918,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8144db18,d787e91b,1,0,18093,320,50,2060,3,39,-1,23
26419782,1.5981704413302927e+18,0,14102718,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2a379136,ef726eae,1,0,16208,320,50,1800,3,167,-1,23
14860757,2.6926478352103946e+18,0,14102410,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,86c78a3a,48d6dce4,47a322d1,1,0,16688,320,50,1873,3,39,-1,23
11936243,2.7806822935970406e+18,0,14102314,1005,1,85f751fd,c4e18dd6,50e219e0,d644e4e7,2347f47a,0f2161f8,a99f214a,e20d582c,737e5d8b,1,0,20215,320,50,2316,0,167,100075,16
36445321,2.9807068475817467e+18,0,14103002,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,84d938c1,8a4875bd,1,0,23723,320,50,2716,3,47,-1,23
11178879,8.196216104861683e+18,1,14102309,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d4052383,57e33432,1,0,20018,300,250,2286,3,39,100077,23
12329714,1.6733928402209235e+19,0,14102316,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,ebb6335b,2a3a67ed,1,2,456,320,50,122,3,1327,-1,15
25169527,1.077607195070518e+19,0,14102710,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,318c5bb4,6b9769f2,f07e20f8,4,3,15708,320,50,1722,0,35,-1,79
34363672,6.018896515073371e+18,0,14102911,1002,0,85a2e413,61fa56ea,50e219e0,ecad2386,7801e8d9,07d7df22,3a9696b7,c2ed9344,d002cb2f,0,0,6362,300,50,544,3,39,100075,23
29467309,1.2190858696597473e+19,0,14102812,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6394f6f6,3bb1ddd7,1,0,22268,320,50,2566,3,815,100156,42
31104549,1.0922303550379574e+18,1,14102817,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a2bf35d9,1f0bc64f,1,0,23438,320,50,2684,2,1319,-1,52
13310418,6.189647148816319e+18,1,14102323,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c5c41eae,5096d134,1,0,21675,320,50,2495,2,167,-1,23
10686025,1.6727702565300527e+19,0,14102307,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6845933a,8a4875bd,1,0,22008,320,50,2535,0,675,100077,48
17171811,9.984374094573806e+18,0,14102506,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b705f1ba,48fdda0b,1,0,20312,320,50,1780,0,1711,100077,48
5904671,1.19193468251564e+19,0,14102209,1005,0,85f751fd,c4e18dd6,50e219e0,14fd5e26,2347f47a,0f2161f8,c9876e98,e94f53eb,16954458,1,3,20345,300,250,2331,2,39,100160,23
5033623,1.025526856070671e+19,0,14102206,1005,0,2a68aa20,9b851bd8,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,8d771740,d4897fef,1,0,20213,320,50,2316,0,167,100075,16
36528801,1.5660442306471354e+19,0,14103003,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d2785b90,1f0bc64f,1,0,22681,320,50,2528,0,167,-1,221
27388221,4.1317652124312545e+18,0,14102802,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cb00b3b5,8a4875bd,1,0,22677,320,50,2617,0,35,-1,51
19200835,1.4078245617090752e+18,0,14102517,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f0c53c6c,4ea23a13,1,0,17654,300,250,1994,2,39,-1,33
9427013,4.101749529300904e+17,0,14102223,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,7d84c3de,b4b19c97,1,0,21611,320,50,2480,3,297,100111,61
28545583,7.69243881201081e+18,1,14102808,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,34068660,7ac6007f,1,2,21848,320,50,2524,0,35,-1,221
12417290,8.266820745231323e+17,1,14102316,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8c84e3e0,7956d1bb,1,0,16920,320,50,1899,0,431,100081,117
40241660,9.63348689613918e+18,0,14103021,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,61051f26,aaffed8f,1,2,23735,320,50,2676,0,299,100176,221
28141894,1.4588854371835683e+19,0,14102807,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8daffbc3,88fe1d5d,1,0,19771,320,50,2227,0,935,100079,48
23400960,1.0310893185906903e+19,0,14102619,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f1783ce6,8ce34352,1,0,15708,320,50,1722,0,35,100083,79
30265251,1.5537361336813785e+19,0,14102814,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1edbd493,76dc4769,1,0,22683,320,50,2528,0,39,-1,221
36985765,1.197529849045445e+19,0,14103005,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c22b6bf7,779d90c2,1,0,17654,300,250,1994,2,39,-1,33
826885,4.0431723104378163e+18,0,14102104,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2900a012,dc3b2970,1,0,16920,320,50,1899,0,431,100075,117
22539762,1.933436958454477e+18,0,14102614,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,3bb1ddd7,1,0,22246,320,50,2566,3,41,100156,42
32337764,4.197468272863564e+18,0,14102823,1005,0,85f751fd,c4e18dd6,50e219e0,d44c074c,ae637522,cef3e649,a99f214a,5501ad95,981edffc,1,3,21801,320,50,2515,1,161,100189,71
5355934,1.2956789881123422e+19,0,14102207,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c65caa1a,a0f5f879,1,0,21726,320,50,2502,0,35,-1,221
3352097,1.3582797820848374e+19,0,14102117,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,19ce2ebc,b784212f,1,0,17875,320,50,2036,3,47,-1,156
40180852,1.726713140053206e+19,1,14103021,1005,0,85f751fd,c4e18dd6,50e219e0,be7c618d,2347f47a,f95efa07,e3fc0fc4,991b0294,c935d57b,1,3,23642,320,50,2709,3,39,100019,23
26096058,8.462119772424303e+18,0,14102716,1002,0,09604652,591b8c06,50e219e0,ecad2386,7801e8d9,07d7df22,0218ddbc,c5683929,e96b49d6,0,0,15705,320,50,1722,0,35,-1,79
20033482,1.0941067950964294e+19,0,14102600,1005,0,85f751fd,c4e18dd6,50e219e0,2c870570,2347f47a,0f2161f8,82d9c87f,423eb000,2891f384,1,0,20476,320,50,2348,3,427,100003,61
33897343,1.595490248029324e+19,0,14102909,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d713aa56,ae1b1e3b,1,0,23642,320,50,2709,3,35,100128,23
37301246,2.0177560132743926e+18,0,14103006,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,22ea455f,8a4875bd,1,0,21893,320,50,2526,0,167,100081,221
34081320,1.4791612498264177e+19,0,14102910,1005,0,85f751fd,c4e18dd6,50e219e0,95b5e741,c6824def,cef3e649,a99f214a,6e773a6c,375c3d47,1,0,15703,320,50,1722,0,35,-1,79
13074433,1.8008925307918973e+19,1,14102321,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0c5b81d1,a348ca55,1,0,16687,320,50,1872,3,39,-1,23
15126885,1.5782722259738044e+19,0,14102412,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f323f36,3bb1ddd7,1,0,22288,320,50,2572,3,41,100156,42
28291340,9.74908456979512e+18,0,14102807,1005,1,85f751fd,c4e18dd6,50e219e0,8be5974d,2347f47a,0f2161f8,f9332134,8b39b914,fce66524,1,0,17706,320,50,2009,0,555,100233,102
14061010,7.519984717661732e+18,0,14102405,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7376f5b5,1f0bc64f,1,0,15706,320,50,1722,0,35,-1,79
2541728,2.9943023039544914e+18,0,14102112,1005,0,543a539e,c7ca3108,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,b1b94b47,be6db1d7,1,0,16920,320,50,1899,0,431,100077,117
38112119,8.882031157476108e+18,0,14103010,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,f97a93d9,5b7f1c6a,7c0dcb56,1,0,23866,320,50,2736,3,33,100170,246
16940508,1.3106249639676813e+19,0,14102504,1002,0,1a070cab,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,c32c7879,5439aa78,cbc61465,0,0,16920,320,50,1899,0,431,-1,117
1791307,5.183738084594507e+18,1,14102108,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,caf94753,76dc4769,1,0,15708,320,50,1722,0,35,100084,79
39480576,4.5444561012039035e+18,0,14103016,1005,0,36b1bd1c,e3b2f3be,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,126fc6dd,ea1c91d4,1,2,17239,320,50,1973,3,39,-1,23
5206764,3.622838630308008e+18,0,14102206,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7c56acf7,779d90c2,1,0,20366,320,50,2333,0,39,-1,157
36986361,1.201486384292873e+19,0,14103005,1010,1,85f751fd,c4e18dd6,50e219e0,04f2be5f,7801e8d9,0f2161f8,b336e82f,62739ee2,375c3d47,4,2,23551,320,50,2698,0,163,-1,212
29088565,4.552914657292273e+18,0,14102810,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,01d6bbbc,44956a24,1,2,23144,320,50,2665,0,35,100233,221
38111721,8.847295842413906e+18,0,14103010,1005,0,f4959604,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ae006c31,be6db1d7,1,0,23988,320,50,2747,0,33,100074,76
17727848,1.8200538784732453e+19,0,14102510,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7b83fe31,c6263d8a,1,0,15699,320,50,1722,0,35,-1,79
34459596,1.494453845039006e+19,0,14102912,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,065880a3,d7fe30a4,1,0,19772,320,50,2227,0,935,100077,48
29487774,1.3421619152780915e+19,0,14102812,1005,1,3dc2d6de,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2d5cce47,1df52df3,1,0,16615,320,50,1863,3,39,100188,23
12883346,9.792698220464736e+18,1,14102319,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,346295ba,711ee120,1,0,15705,320,50,1722,0,35,-1,79
14444859,1.0694994380976552e+19,0,14102408,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,2c6d5b0d,981edffc,1,2,21189,320,50,2424,1,161,100192,71
26414636,1.5557722634167087e+19,0,14102718,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cd7900a4,a0f5f879,1,0,16208,320,50,1800,3,167,100081,23
37182741,8.732589637661377e+18,0,14103005,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,7f2fce57,f3049821,1,0,23804,320,50,2726,3,803,100168,229
19681196,1.1938769165877555e+19,0,14102520,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,98a74b93,db8b21f6,aaffed8f,1,0,17016,320,50,1873,3,39,-1,23
3697347,1.8049348491960777e+19,0,14102119,1010,1,85f751fd,c4e18dd6,50e219e0,c7f29df3,7801e8d9,0f2161f8,4e8474ee,2d782e58,fdfa8fcd,4,0,21790,320,50,2513,3,35,-1,68
29505775,1.451669465442344e+19,0,14102812,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,c9c24204,a39174e8,04f5b394,1,0,22554,320,50,1863,3,39,-1,23
1363896,5.042316284197823e+18,0,14102106,1005,1,5114c672,3f2f3819,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,4cd12314,46d98882,1,0,19772,320,50,2227,0,687,-1,48
38617299,1.144101376908678e+18,0,14103013,1005,0,85f751fd,c4e18dd6,50e219e0,f757bb8f,2347f47a,cef3e649,c6c1ca70,884297d2,ef726eae,1,0,23394,320,50,2681,1,419,-1,212
21041114,5.494490521583022e+18,0,14102607,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,b43e9466,e1eae715,1,3,21189,320,50,2424,1,161,100192,71
23985321,6.111100326864914e+18,0,14102701,1002,0,d1a51189,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,a44c545d,0d751631,5fcbcb2b,0,0,7693,216,36,686,3,35,-1,42
37976988,1.507403865919547e+19,0,14103010,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,8d874852,0eb711ec,1,0,23882,320,50,2738,0,163,-1,17
36467230,6.665000711902596e+18,0,14103002,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8faa5e06,1b13b020,1,0,23722,320,50,2716,3,47,-1,23
1681081,1.2938702830432225e+19,0,14102108,1005,0,7697ed3e,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,adb48d44,128f4ba1,1,0,20355,216,36,2333,0,39,-1,157
24353370,1.0751785609639318e+19,0,14102705,1002,0,85f751fd,c4e18dd6,50e219e0,255a58c8,7801e8d9,07d7df22,19a15e6f,238c8a8e,43e7b962,0,0,21328,320,50,2454,0,161,100155,91
2633636,1.2735193389175857e+19,0,14102113,1005,0,c9dea231,62fb8f5a,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3d9969e0,05e70df4,1,0,16920,320,50,1899,0,431,100075,117
2087682,1.0404226107697658e+19,0,14102110,1007,0,85f751fd,c4e18dd6,50e219e0,8db0db7e,f7f22564,0f2161f8,e621b529,292d9916,f6356512,1,5,20476,320,50,2348,3,427,100003,61
20227271,1.7393756484528658e+19,0,14102602,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,2d43e081,2692a96a,1,3,21191,320,50,2424,1,161,100189,71
17202621,1.3758417622845046e+18,0,14102507,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4ae9dc27,1f0bc64f,1,0,15701,320,50,1722,0,35,100084,79
4905923,2.859588987750536e+18,0,14102205,1005,1,c63170c5,a9bba545,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,256323a8,0d0707c8,1,0,16615,320,50,1863,3,39,100188,23
3532223,1.4912343609073547e+19,0,14102118,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,b83fbb5b,abb1379a,0dedddc5,1,2,452,320,50,122,3,1319,-1,15
18353486,2.601862915562708e+18,0,14102513,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,0c9baab1,e1eae715,1,0,21191,320,50,2424,1,161,-1,71
11932874,2.461780164912895e+18,0,14102314,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,665c8097,0eb711ec,1,0,21921,320,50,2528,3,47,-1,221
29238524,1.4186210936497179e+19,0,14102811,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,ce29ab88,ce12dd72,1,0,23222,320,50,2676,0,35,100176,221
3434299,4.898789234776308e+18,0,14102117,1005,1,e023ba3e,75f9ddc3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3c8e0426,1f0bc64f,1,0,20634,320,50,2374,3,39,-1,23
2618470,1.1428002877131938e+19,1,14102113,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,3bd9e8e7,1,0,17614,320,50,1993,2,1063,-1,33
8603850,9.465334511864996e+18,0,14102217,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,8a4875bd,1,0,15705,320,50,1722,0,35,-1,79
22547949,2.5085383523339853e+18,0,14102614,1005,0,85f751fd,c4e18dd6,50e219e0,22bdd72e,b9528b13,879c24eb,f7eaa2fe,489df441,c7d291a7,1,0,375,320,50,112,3,1319,-1,15
9319564,2.8200089419625733e+18,0,14102222,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,41b4dca4,2ea4f8ba,1,0,21611,320,50,2480,3,297,100111,61
37449575,1.598499085362912e+19,0,14103007,1005,0,ac696ed4,c7dcd9d1,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,e8f0a29b,61ca3ec0,1,0,23642,320,50,2709,3,39,100037,23
15486440,1.3661240147107414e+19,0,14102414,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,61d572f1,4ea23a13,1,0,15703,320,50,1722,0,35,-1,79
6214708,6.809566978089179e+18,0,14102209,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,04029bd5,cd5b1559,1,2,21767,320,50,2506,0,35,100111,157
20659543,4.4435573946582124e+18,1,14102605,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1cf29716,3bd9e8e7,1,0,17753,320,50,1993,2,1063,-1,33
14004248,1.9375834646073933e+17,0,14102405,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9b1c51ca,9efa421a,1,0,19772,320,50,2227,0,679,-1,48
36380244,8.472628311160168e+18,1,14103001,1002,0,203b00f1,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,0f7c61dc,34082547,373ecbe6,0,0,23438,320,50,2684,2,1327,100004,52
14920856,9.496130045544057e+18,1,14102410,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5067fa6b,8a4875bd,1,0,15707,320,50,1722,0,35,-1,79
6816273,1.3304866245768255e+19,0,14102211,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,474d0886,ecb851b2,1,0,21769,320,50,2507,0,35,100176,157
22990527,4.1022902291959424e+18,0,14102616,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,1c32b5ee,2ea4f8ba,1,0,19743,320,50,2264,3,427,100000,61
25184322,1.320087474989019e+19,0,14102710,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,71c78775,3db9fde9,1,0,15701,320,50,1722,0,35,100084,79
4973577,6.803153476925058e+18,0,14102205,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,58e41a55,9e3836ff,1,0,21790,320,50,2513,3,35,-1,68
25417497,1.330728132947425e+19,0,14102712,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,a5bce124,1,0,20108,320,50,2299,2,1327,-1,52
22473397,1.3839537451159175e+19,0,14102614,1005,1,f61eaaae,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e960322c,be6db1d7,1,0,16615,320,50,1863,3,39,-1,23
32037721,1.64021377111043e+19,0,14102821,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0489ce3f,d25693ce,1,0,22916,320,50,2617,0,35,-1,51
12245760,9.184877966785702e+18,0,14102315,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0dee2711,1b4a6f26,1,0,20996,320,50,2369,0,809,100111,46
20177533,9.012405198769172e+18,0,14102601,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a6e53fac,5db079b5,1,2,19950,320,50,1800,3,167,100081,23
3860068,8.39856884356774e+18,1,14102120,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,255ad1db,f2ac4e4a,a5bce124,1,0,1037,320,50,178,3,1327,100148,15
26226424,1.8045346114915461e+19,1,14102717,1005,1,85f751fd,c4e18dd6,50e219e0,1dc72b4d,2347f47a,0f2161f8,af7dc97a,55265950,cdf6ea96,1,0,22713,300,50,2627,3,1059,100013,110
35328835,4.0914857245915484e+18,0,14102916,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6bacd454,f07e20f8,1,0,17264,320,50,1872,3,39,-1,23
3622371,8.135839805776012e+18,0,14102118,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,26dcfc07,d4897fef,1,0,16208,320,50,1800,3,167,100077,23
11221305,1.2292598039798122e+19,0,14102310,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,218f13be,1f0bc64f,1,0,15706,320,50,1722,0,35,-1,79
10736750,5.390067276563832e+18,0,14102307,1005,0,85f751fd,c4e18dd6,50e219e0,d8784af5,2347f47a,8ded1f7a,bc83321a,e3674058,ef726eae,1,3,17877,320,50,2036,3,47,-1,156
33482866,1.600169528064973e+18,1,14102907,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,a99f214a,1ae244ae,4ea23a13,1,0,23635,320,50,2708,2,35,-1,23
36582526,6.398021426277628e+18,1,14103003,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,884297d2,5096d134,1,0,17753,320,50,1993,2,1063,-1,33
36138323,1.4468065410941143e+19,0,14102923,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3c18dfe8,1b13b020,1,0,17037,320,50,1934,2,39,-1,16
673196,1.0990147227924988e+18,0,14102104,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,001c46f8,293291c1,1,0,15704,320,50,1722,0,35,-1,79
12274646,1.1576579707818678e+19,0,14102316,1005,0,85f751fd,c4e18dd6,50e219e0,d44c074c,ae637522,cef3e649,a99f214a,b19faf9a,e1eae715,1,0,22090,320,50,2543,1,161,100189,71
33955838,4.57364008914447e+18,0,14102909,1002,0,307b702f,6a1d568c,50e219e0,ecad2386,7801e8d9,07d7df22,bc20b026,3c705a46,a9b05547,0,0,6563,320,50,572,2,39,-1,32
7954358,2.006815136068607e+18,0,14102214,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6bcbcc53,ecb851b2,1,0,15699,320,50,1722,0,35,-1,79
19880002,1.3126850270213194e+19,0,14102522,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2b3aee00,8a4875bd,1,0,16208,320,50,1800,3,167,-1,23
21481371,9.581147223428114e+18,0,14102609,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,f96c8583,0bcabeaf,1,3,21189,320,50,2424,1,161,100193,71
